,ID,text,label
538,OSZQ8K2J,What avoid shame village people,Suicide
539,VG5P3433,How could I survive without friends,Suicide
540,L6CVBCFS,This occuring quite often,Depression
541,EW1NTSYD,How avoid negative peer pressure,Alcohol
542,R7L7Y1IG,How away alcohol,Alcohol
543,GXWI7EJL,I dealing break girlfriend parents death,Depression
544,PY1C5ZVD,I feel like I hate choices I made awful,Depression
545,ZV03WYKN,I improve performance,Depression
546,NQ7HK3NP,How handle suicide incidencesof suicide youths,Suicide
547,PNR0M0CI,Which best alcohol,Alcohol
548,447QAS4Z,How avoid alcoholism,Alcohol
549,PTSOT6WO,How I sought help wanting commit suicide,Suicide
550,X1F6M1BU,I failed exams I F,Depression
551,CN5UZZA0,I feel like I nothing worldm,Depression
552,YKET9W6S,How get back selfworth,Suicide
553,8KUTQA8G,Lack financial support relationship heartbreaks,Depression
554,XK6D0XGQ,What steps one take depressed,Depression
555,V00KVMET,I feel uncomfortable,Depression
556,HE9MDURK,I really lot headaches,Depression
557,QCT744TT,someone drink much,Alcohol
558,CI8NAQTY,Will criticized taking weed,Drugs
559,ZSF30K8E,What could causes stress boredom,Depression
560,M1KNYEPT,How could I leave depression,Depression
561,W0AUKZRT,How overcome utilize finances,Alcohol
562,0U0Y49QR,How I seek guidance counselling school,Depression
563,6IT1WAXZ,Causes depression How contol depression,Depression
564,7HSK66Q3,Can helped,Suicide
565,09UQ1YVQ,I went bankrupt alcohol,Alcohol
566,FAU3TYWK,Why life unfair,Alcohol
567,LTM0VOJQ,How I come behaviour,Alcohol
568,JZG8HMQ7,Is taking alcohol harmful,Alcohol
569,TZGXQ1SQ,How stop using alcohol,Alcohol
570,3NQJBPAE,Is right smoke weed name culture,Drugs
571,JBSV1NI3,Relationship issues,Depression
572,LXE8Y8YR,ways one control thoughts suicide,Suicide
573,ZPPBDI79,Feelings unworthyness Do nt want associate people Feeling things work expected,Depression
574,D62XN9BS,avoid,Alcohol
575,83YRGPF8,I feel world coming end,Depression
576,S6Z4BOS6,My hustle picking,Depression
577,WAQY2UT3,I live without depression,Depression
578,UY04AGX9,What avoid loss concentration class fantasizing class study timeson romance ponographic issues,Depression
579,20JTA1GT,addiction avoided,Drugs
580,B5R3WNYS,Between bhang cigarette harmful,Drugs
581,5MXEJTEL,I feel low I,Depression
582,6FEFKN0F,I need talk friend,Suicide
583,4EHEFJ7J,How I forgive past,Depression
584,0QXYZFYQ,I feel like I nobody,Depression
585,NC74KWCJ,Major steps taken get rid alcohol consumption,Alcohol
586,JQ7A9X4T,The world control,Depression
587,R00OLRGP,Lossing bets,Depression
588,1SYJ01MY,What effects taking alcohol,Alcohol
589,DEAG586I,I feel like giving,Depression
590,LZGOZDYD,Why bhang prohibited yet like drug,Drugs
591,7L4SAC5S,Not experienced,Depression
592,73C44L96,I feel like crumbling,Depression
593,KB43N6AK,At home one listens parents started neglecting despising I,Depression
594,M0DT8TFB,Is weed harmful,Drugs
595,20KAZ8T1,I feel bad fine,Depression
596,C8VZAJWW,Low self esteem,Depression
597,IO9JHGW7,Is weed really going give energy I needed,Drugs
598,Z6F1A8PK,I never sought assistance,Suicide
599,C2GBAI5D,How stop alcohol intake,Alcohol
600,H35L8ZD9,deal migraines,Depression
601,139DFUFL,Is suicide best remedy,Suicide
602,6SZ3EXJ3,I ask assistance first later sought assistance helped good way,Suicide
603,S6WK4NBL,I feel confused I overcome problem,Depression
604,ULID3I4V,How I resist peer pressure,Drugs
605,MYHIEXZJ,I tired,Suicide
606,0OSLJ1HL,Where get money drinking daily,Alcohol
607,XDD8ATSC,Why hard stop weed addict,Drugs
608,LGAPCAYO,I feel low times,Depression
609,KFPOMS0P,Why I alive,Suicide
610,69V3L12G,Life hard,Depression
611,BOHSNXCN,What I stop alcoholism,Alcohol
612,GVDXRQPY,How become oldself,Suicide
613,IO4JHIQS,How someone stop,Alcohol
614,1DS3P1XO,I feel unworthy,Depression
615,ORF71PVQ,I feel discouraged life,Depression
